id,platform,username,post_date,content,likes,comments,shares
1916,Facebook,emily26,2022-12-04 11:45:03,However science tough available enter another plant.,211,34,28
1917,Twitter,alvarezcathy,2022-12-15 02:45:03,Continue drive television level.,66,31,23
1918,Twitter,kylerichardson,2023-10-15 19:45:03,Break find cell sense five event mind.,54,42,12
1919,Instagram,linda73,2023-03-16 08:45:03,Recognize start see sit middle might.,256,50,18
1920,Facebook,austin91,2023-06-09 08:45:03,Around huge marriage woman wife write.,149,38,15
1921,Twitter,jennifer77,2023-09-17 02:45:03,Doctor what range area.,225,13,14
1922,Instagram,elizabeth37,2023-10-20 20:45:03,Side meeting single sense despite.,271,32,12
1923,Facebook,martinmichelle,2023-02-26 21:45:03,Dinner soldier my.,226,28,22
1924,Instagram,bakergail,2022-12-23 16:45:03,Leave agency either each yard together.,149,3,1
1925,Twitter,benjamin56,2023-05-08 04:45:03,Any return responsibility join determine decade.,119,31,28
1926,Instagram,jjohnson,2023-10-22 17:45:03,Unit reveal finish edge they bag talk finish.,103,6,26
1927,Facebook,estewart,2023-03-02 11:45:03,Career sometimes item newspaper least.,172,6,9
1928,Twitter,julie79,2023-02-27 18:45:03,During relate even need.,234,14,24
1929,Facebook,owood,2023-03-31 08:45:03,Have anything ever.,41,21,5
1930,Instagram,mrocha,2023-06-10 12:45:03,Break under week report purpose project impact.,167,39,14
1931,Instagram,marcus91,2023-01-22 12:45:03,Case create team capital.,80,48,19
1932,Instagram,brandon61,2023-08-31 11:45:03,Final war inside explain mother lose.,108,27,6
1933,Facebook,andersonderek,2023-03-02 09:45:03,Daughter out amount American.,11,23,26
1934,Facebook,tanner17,2023-05-15 06:45:03,Piece deep themselves study.,137,39,15
1935,Instagram,lowemarcus,2023-05-24 04:45:03,Fly protect first.,104,29,8
1936,Twitter,christopheralvarez,2023-10-01 06:45:03,Treatment maintain evening within someone time.,154,25,28
1937,Instagram,tjones,2022-12-24 18:45:03,Perform service know fact training major.,227,22,18
1938,Twitter,sonyacross,2022-12-16 14:45:03,Social already group exactly anyone conference.,134,12,26
1939,Twitter,nelsonashley,2023-04-15 08:45:03,Want out toward deep.,264,28,19
1940,Facebook,mark94,2023-10-29 15:45:03,Per throw future still maintain.,108,13,29
1941,Facebook,kingannette,2023-05-13 04:45:03,Someone several school drop eye blood.,87,13,14
1942,Facebook,pamelaweber,2023-04-26 22:45:03,Middle safe agency amount.,34,44,5
1943,Twitter,hodgeskristen,2023-04-16 12:45:03,Feel pretty cold film.,235,45,6
1944,Facebook,jrobinson,2023-11-18 12:45:03,Reflect meet carry.,298,28,30
1945,Facebook,johnnyparker,2023-09-28 05:45:03,Mind accept throughout.,148,7,16
1946,Facebook,andersonwilliam,2023-07-15 10:45:03,Radio which all four fish painting foreign.,84,20,18
1947,Instagram,barbaragraham,2023-03-07 00:45:03,Best identify agreement seat own institution involve.,287,40,26
1948,Instagram,philiphanna,2023-07-13 20:45:03,Note not identify truth.,187,32,25
1949,Facebook,carlbennett,2023-07-09 22:45:03,Role lose we stay.,123,36,17
1950,Facebook,samanthaadams,2023-05-30 23:45:03,Mother hot finally each.,297,32,9
1951,Instagram,ann38,2023-03-29 02:45:03,After would tax support huge notice save.,221,28,7
1952,Twitter,nina19,2023-04-06 01:45:03,Enter process outside nearly.,156,16,22
1953,Instagram,matthewlong,2023-10-11 08:45:03,Might interest make time degree beautiful watch act.,276,37,17
1954,Twitter,amandabender,2023-05-31 18:45:03,Item total trial Mr final across show.,279,27,29
1955,Facebook,ljones,2023-09-29 14:45:03,Discussion where recognize someone market I expect.,154,34,11
1956,Instagram,washingtonjoseph,2023-09-08 13:45:03,Western apply standard develop Mr never.,113,27,13
1957,Instagram,smithteresa,2023-04-14 18:45:03,Exist whole begin son daughter create.,49,35,10
1958,Twitter,diana35,2023-12-02 22:45:03,Major accept since large until blood but.,136,11,17
1959,Twitter,erinwalters,2023-11-14 22:45:03,Medical back defense.,11,20,28
1960,Instagram,victoria77,2023-05-18 23:45:03,Natural environmental experience animal stop drug up.,292,9,10
1961,Facebook,williamsoscar,2023-03-20 01:45:03,Participant majority agency maybe claim.,57,50,26
1962,Facebook,jessica66,2023-07-21 02:45:03,Value law past partner.,257,36,16
1963,Facebook,llong,2023-07-02 05:45:03,Some behind board later partner.,234,2,25
1964,Instagram,tperez,2023-06-11 02:45:03,Police tell short cell end pull evening.,204,46,30
1965,Instagram,ethan82,2023-04-06 10:45:03,Two tree ok performance prevent leave probably executive.,81,3,12
1966,Twitter,pstephenson,2023-02-26 12:45:03,Impact red measure wall.,14,40,28
1967,Twitter,hperkins,2023-11-10 20:45:03,Produce fire learn subject talk major some.,184,3,18
1968,Twitter,dwhitney,2023-02-08 08:45:03,Up by your yard type.,20,36,25
1969,Twitter,traceyrodriguez,2023-01-21 15:45:03,Citizen girl national college.,92,15,1
1970,Facebook,robert92,2023-07-21 11:45:03,Dream material young sell.,280,11,24
1971,Instagram,valerie15,2023-05-22 04:45:03,Dream draw environmental few list.,233,27,27
1972,Instagram,tmoore,2023-07-18 10:45:03,Sell myself machine investment.,98,45,15
1973,Instagram,reedfrank,2023-09-21 18:45:03,Figure rock just stand.,166,27,19
1974,Facebook,michelle06,2023-01-20 17:45:03,Should cold politics from raise question.,12,17,5
1975,Twitter,joshua72,2023-10-07 07:45:03,Smile represent can score travel.,248,27,10
1976,Twitter,kberry,2023-07-08 09:45:03,Through within every next western plant third.,234,5,25
1977,Instagram,hendricksdakota,2023-07-23 07:45:03,Five performance while.,24,29,24
1978,Instagram,lawrence02,2023-01-14 05:45:03,Require might item east reflect such.,281,30,29
1979,Instagram,samanthashort,2023-10-11 02:45:03,Such care under time little.,123,41,17
1980,Instagram,hvalencia,2023-06-01 07:45:03,Military phone science.,90,39,1
1981,Instagram,joseph80,2023-04-17 07:45:03,Everyone area myself change address.,16,11,10
1982,Facebook,wfleming,2023-08-05 00:45:03,Close at sound practice behind good.,195,29,28
1983,Twitter,jonesjohn,2023-09-03 13:45:03,Maintain event prove.,240,17,17
1984,Instagram,nicolenovak,2023-08-01 16:45:03,Everyone eye start.,108,15,4
1985,Facebook,smithcynthia,2023-01-24 16:45:03,White into minute fear all middle training under.,156,19,26
1986,Facebook,vreese,2023-10-29 23:45:03,Play audience relate fly.,272,35,2
1987,Facebook,jeffrey79,2023-05-14 12:45:03,Off other training room agreement door remember white.,122,29,26
1988,Instagram,anne88,2023-07-27 14:45:03,Likely table ok institution kid special.,234,37,25
1989,Facebook,shannonherrera,2023-05-25 23:45:03,Fund turn much citizen concern someone.,181,14,6
1990,Facebook,kevin03,2023-01-23 01:45:03,Control treatment behind question.,270,47,8
1991,Facebook,shaffertina,2023-11-28 18:45:03,Fall along how follow prevent religious.,191,2,6
1992,Instagram,jonathan25,2023-10-17 13:45:03,Finally course recent three turn network article past.,157,29,24
1993,Instagram,woodcarol,2023-07-08 22:45:03,Power account send ahead.,69,48,10
1994,Facebook,paulthomas,2023-01-31 17:45:03,Take leg production social.,129,10,16
1995,Twitter,donna70,2023-09-08 06:45:03,Home sit seat.,27,26,19
1996,Twitter,timothyhunter,2023-02-21 19:45:03,Play game at prevent who.,202,23,17
1997,Twitter,alexis56,2023-10-19 00:45:03,Travel relate stand our crime while sometimes.,98,5,6
1998,Instagram,uphillips,2023-10-21 06:45:03,He left billion pass major.,224,33,16
1999,Instagram,smithmary,2023-10-24 14:45:03,Forget let above dog business apply.,59,49,16
2000,Twitter,amy62,2023-12-02 03:45:03,Line western yes Congress.,271,26,15
2001,Facebook,michelle40,2023-10-24 05:45:03,This guy suffer history generation.,182,8,19
2002,Twitter,briandavis,2023-11-18 09:45:03,Service voice business nation well plan.,235,14,7
2003,Instagram,kristy31,2023-04-06 21:45:03,Call huge traditional at mean think east.,30,44,1
2004,Instagram,frankdaniel,2023-08-07 11:45:03,Pull major magazine sing decision go able.,192,47,28
2005,Instagram,wcallahan,2023-01-30 11:45:03,Certain be industry leader.,99,2,6
2006,Instagram,nelsonlaura,2023-08-13 14:45:03,Single order effort civil.,208,5,20
2007,Instagram,kallison,2023-04-19 07:45:03,Surface pick impact science.,69,3,21
2008,Instagram,jadkins,2023-09-17 03:45:03,Matter look memory against under future leg.,91,15,12
2009,Twitter,mtownsend,2023-03-22 05:45:03,Relate rate star site develop officer.,263,24,19
2010,Facebook,osexton,2022-12-20 03:45:03,Shoulder exactly all require sit yard father.,172,7,28
2011,Facebook,william34,2023-02-21 18:45:03,Federal him magazine sister successful near.,191,44,30
2012,Twitter,rweber,2023-04-24 20:45:03,Instead reveal wrong since decision they.,180,40,5
2013,Instagram,campbelllinda,2023-07-08 14:45:03,Large significant couple dinner close necessary figure.,207,24,13
2014,Instagram,brandongrimes,2023-10-07 20:45:03,Job ok later rich put.,152,46,2
2015,Facebook,deborahbond,2023-01-28 11:45:03,Market listen personal investment task factor red.,79,9,7
2016,Twitter,rking,2023-03-26 02:45:03,Just yourself suggest they space.,285,14,16
2017,Facebook,crystal89,2023-10-20 21:45:03,Candidate rule available or responsibility sister.,168,34,2
2018,Twitter,brandonbrooks,2023-08-25 10:45:03,Expect plant begin my.,271,14,2
2019,Facebook,tfuller,2023-08-10 14:45:03,Manage over even.,260,17,18
2020,Facebook,donald35,2023-01-31 22:45:03,Attorney nor local prevent box unit among.,238,30,16
2021,Twitter,sherry05,2023-04-05 06:45:03,What while field hour.,107,22,1
2022,Facebook,kathryn38,2023-06-09 04:45:03,Hope building majority next.,261,30,21
2023,Facebook,michaelbarnett,2023-05-19 08:45:03,Per energy rock dark.,203,23,8
2024,Instagram,jmoss,2023-09-22 11:45:03,Begin report six.,294,44,21
2025,Instagram,garciapatrick,2023-10-01 07:45:03,One loss company major.,141,1,23
2026,Instagram,maria16,2023-10-01 00:45:03,Space young minute military note former medical operation.,237,43,2
2027,Twitter,elizabethperkins,2023-07-19 20:45:03,Movement teach enough them couple.,237,43,29
2028,Twitter,omills,2023-03-25 05:45:03,Environment certainly there throughout investment.,21,21,16
2029,Facebook,jessica50,2023-02-08 14:45:03,Size reflect note catch still.,139,32,26
2030,Facebook,davisjoseph,2023-07-25 16:45:03,Interest gas allow exactly almost response drive.,224,21,23
2031,Twitter,ronaldalvarado,2023-07-15 06:45:03,Rate answer any five stuff.,107,13,25
2032,Instagram,morrisonchristine,2023-11-30 05:45:03,Individual because theory wait board bad bring.,215,38,10
2033,Twitter,collinsmelinda,2023-01-08 15:45:03,Turn it size little brother Republican easy establish.,119,30,7
2034,Twitter,taylorallison,2023-02-19 17:45:03,Much doctor data car painting.,213,16,7
2035,Instagram,gregory37,2023-03-28 23:45:03,Benefit central score side myself woman set.,167,8,28
2036,Instagram,elizabeth99,2023-06-19 01:45:03,Local style seek news southern head other.,211,42,21
2037,Twitter,martinjacqueline,2023-06-23 08:45:03,Significant last lay respond especially.,245,34,1
2038,Twitter,kristinacollier,2023-06-08 01:45:03,Million common best prevent news yes attention painting.,86,21,11
2039,Instagram,smithtaylor,2022-12-11 20:45:03,Water meet realize tough create future option.,196,24,15
2040,Instagram,aprillewis,2023-01-15 14:45:03,Skin respond begin instead know risk heavy candidate.,100,19,17
2041,Facebook,floresbarbara,2023-09-30 22:45:03,Unit fund charge surface camera ten start.,253,29,28
2042,Twitter,epeck,2023-02-13 06:45:03,Run firm father crime camera very picture.,240,5,14
2043,Instagram,anita85,2023-09-04 04:45:03,Believe half reveal back.,243,18,23
2044,Twitter,lori17,2023-06-07 12:45:03,Million partner walk summer source herself great.,37,18,12
2045,Instagram,johnathan91,2023-08-31 21:45:03,Loss major increase step believe artist.,41,12,30
2046,Facebook,jorgegutierrez,2023-02-03 07:45:03,Surface maybe sort firm ever authority.,121,25,24
2047,Facebook,tina73,2023-04-23 13:45:03,Fast degree lay check magazine land meeting.,144,45,19
2048,Instagram,hornjames,2023-06-06 15:45:03,Use program value easy relationship single past.,229,5,27
2049,Twitter,justin84,2023-10-20 23:45:03,Course purpose follow lose.,107,20,29
2050,Facebook,travis26,2023-01-20 06:45:03,Including learn edge worry language fall.,238,27,12
2051,Facebook,flee,2023-03-22 16:45:03,Create attention suffer community night.,99,25,30
2052,Facebook,chaneydaniel,2023-05-04 22:45:03,Dream case sound fast sea.,176,49,15
2053,Facebook,james98,2023-03-29 20:45:03,Reduce choose site agency manage.,17,35,8
2054,Instagram,mitchellkyle,2023-03-26 00:45:03,Vote present movie sister responsibility arrive suddenly.,292,48,4
2055,Facebook,wgardner,2023-09-07 03:45:03,House leader born agency structure enough word growth.,230,27,9
2056,Twitter,ilove,2023-04-22 23:45:03,Then ask set just may story owner.,47,13,4
2057,Facebook,edwardsjoseph,2023-08-16 22:45:03,Half media situation write.,114,41,7
2058,Facebook,john33,2023-01-17 16:45:03,Past college build big establish old.,79,12,11
2059,Twitter,kelly58,2023-06-10 07:45:03,Audience month short kid wide son human.,19,12,25
2060,Facebook,pateljames,2023-06-02 14:45:03,This already describe consumer lose.,16,44,11
2061,Twitter,abowen,2023-04-28 01:45:03,Include program ok father decision discussion believe couple.,241,24,7
2062,Instagram,randymcpherson,2023-08-19 04:45:03,Stand government beyond choice professor choose per family.,119,25,28
2063,Instagram,maxwellmary,2022-12-20 07:45:03,Well watch special direction.,49,23,4
2064,Instagram,emmacurry,2023-02-06 02:45:03,Hour there someone expect stand set clear.,103,40,7
2065,Instagram,thomassara,2022-12-19 19:45:03,Else difference food outside operation.,109,43,22
2066,Twitter,stephenspenny,2023-05-25 09:45:03,Picture market entire democratic start lay away.,70,37,6
2067,Facebook,maldonadojasmine,2023-09-26 20:45:03,Important future list people order central seek.,216,42,1
2068,Twitter,cheyennecollins,2023-04-22 23:45:03,But suddenly traditional treat leave beyond.,76,41,21
2069,Instagram,francojacqueline,2022-12-15 20:45:03,Hear certain figure couple audience.,122,12,12
2070,Instagram,morristara,2023-07-16 17:45:03,Former goal card.,122,8,21
2071,Facebook,jason89,2023-11-23 14:45:03,Walk fact every his almost less eat.,155,8,9
2072,Facebook,cheyenne74,2023-08-05 07:45:03,Environmental board body lose full nice step.,296,8,14
2073,Twitter,sandersjames,2023-01-14 07:45:03,Civil hear none them which growth war debate.,191,43,8
2074,Instagram,alyssastevenson,2023-07-12 06:45:03,Reality majority amount.,183,8,12
2075,Facebook,tbennett,2023-08-29 06:45:03,On director land body dream particular.,152,23,20
2076,Twitter,justinsmith,2023-06-20 09:45:03,Human commercial thing.,273,28,29
2077,Twitter,wayne16,2023-08-26 15:45:03,Voice almost any happy practice individual bit along.,276,1,24
2078,Facebook,andrew62,2023-07-08 15:45:03,Image simple strong vote send social would.,237,6,3
2079,Facebook,vanessakelly,2023-07-24 23:45:03,Mention image quickly become.,89,5,15
2080,Twitter,william18,2023-10-16 18:45:03,Admit production idea become.,11,41,10
2081,Twitter,ahopkins,2023-11-22 05:45:03,Sound scene reveal professional third common.,58,15,4
2082,Facebook,powelldouglas,2023-08-13 15:45:03,Never believe need board walk.,285,40,6
2083,Twitter,michaelbradley,2023-05-30 12:45:03,Data case then your.,229,30,27
2084,Facebook,pamelacochran,2023-01-27 19:45:03,Generation value factor shoulder.,148,31,8
2085,Facebook,franciscobonilla,2023-11-17 14:45:03,Able seven popular degree show work office.,221,32,19
2086,Twitter,kathy54,2023-06-14 19:45:03,Majority voice discussion.,123,3,9
2087,Facebook,perrystephen,2023-09-16 03:45:03,Record PM door lot situation century thing.,120,28,8
2088,Twitter,andrea12,2023-06-12 05:45:03,Write value group way language author success human.,65,10,18
2089,Instagram,kathryn55,2022-12-27 19:45:03,Fact bag bad ten education similar kind character.,147,37,6
2090,Twitter,ryansimmons,2023-07-15 10:45:03,Investment range strategy capital from just.,14,36,8
2091,Instagram,qbuchanan,2023-10-01 18:45:03,Charge type create.,22,43,5
2092,Facebook,charles23,2023-02-06 00:45:03,Much must in ever.,158,18,11
2093,Instagram,jjones,2023-05-04 14:45:03,Mission color agency around become.,188,30,21
2094,Twitter,rodriguezamber,2023-02-02 20:45:03,Instead ahead claim society experience traditional send.,152,34,7
2095,Facebook,emueller,2023-06-02 23:45:03,Project off executive important possible unit.,20,19,7
